id,name_x,height,weight,hp_x,attack_x,defense_x,s_attack,s_defense,speed_x,type,evo_set,info,name_y,type_1,type_2,total,hp_y,attack_y,defense_y,sp._atk,sp._def,speed_y,generation_x,legendary,type1_x,type2_x,evolution,ability,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name_y,percentage_male,sp_attack,sp_defense,speed,type1_y,type2_y,weight_kg,generation_y,is_legendary,name,type1_base,type2_base,classification_base,height_(m)_base,weight_(kg)_base,abilities_y,generation_base,legendary_status_base,type1_df6,type2_df6,classification_df6,height_(m)_df6,weight_(kg)_df6,abilities_base,generation_df6,legendary_status_df6,type1,type2,classification,height_(m),weight_(kg),abilities_df6,generation,legendary_status
735,gumshoos,7,142,88,110,60,55,60,45,{normal},378,"When it finds a trace of its prey, it patiently stakes out the location...but it’s always snoozing by nightfall.",,,,,,,,,,,,,Normal,,,"['Stakeout', 'Strong Jaw', 'Adaptability']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110.0,3840.0,70.0,418.0,127,Stakeout Pokémon,60.0,1000000.0,0.7,88.0,Dekagooseデカグース,Gumshoos,50.0,55.0,60.0,45.0,normal,,14.2,7.0,0.0,Gumshoos,Normal,,Stakeout Pokémon,0.7,14.2,"Stakeout, Strong-jaw, Adaptability",7.0,No,Normal,,Stakeout Pokémon,0.7,14.2,"Stakeout, Strong-jaw, Adaptability",7.0,No,Normal,,Stakeout Pokémon,0.7,14.2,"Stakeout, Strong-jaw, Adaptability",7.0,No
736,grubbin,4,44,47,62,45,55,45,46,{bug},379,Its strong jaw enables it to scrape trees and slurp out the sap. It normally lives underground.,,,,,,,,,,,,,Bug,,,['Swarm'],1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,62.0,3840.0,70.0,300.0,255,Larva Pokémon,45.0,1000000.0,0.4,47.0,Agojimushiアゴジムシ,Grubbin,50.0,55.0,45.0,46.0,bug,,4.4,7.0,0.0,Grubbin,Bug,,Larva Pokémon,0.4,4.4,Swarm,7.0,No,Bug,,Larva Pokémon,0.4,4.4,Swarm,7.0,No,Bug,,Larva Pokémon,0.4,4.4,Swarm,7.0,No
737,charjabug,5,105,57,82,95,55,75,36,"{bug,electric}",379,"Its body is capable of storing electricity. On camping trips, people are grateful to have one around.",,,,,,,,,,,,,Bug,Electric,,['Battery'],1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,82.0,3840.0,70.0,400.0,120,Battery Pokémon,95.0,1000000.0,0.5,57.0,Dendimushiデンヂムシ,Charjabug,50.0,55.0,75.0,36.0,bug,electric,10.5,7.0,0.0,Charjabug,Bug,Electric,Battery Pokémon,0.5,10.5,Battery,7.0,No,Bug,Electric,Battery Pokémon,0.5,10.5,Battery,7.0,No,Bug,Electric,Battery Pokémon,0.5,10.5,Battery,7.0,No
738,vikavolt,15,450,77,70,90,145,75,43,"{bug,electric}",379,"It zips around, on sharp lookout for an opening. It concentrates electrical energy within its large jaws and uses it to zap its enemies.",,,,,,,,,,,,,Bug,Electric,,['Levitate'],1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,70.0,3840.0,70.0,500.0,45,Stag Beetle Pokémon,90.0,1000000.0,1.5,77.0,Kuwagannonクワガノン,Vikavolt,50.0,145.0,75.0,43.0,bug,electric,45.0,7.0,0.0,Vikavolt,Bug,Electric,Stag Beetle Pokémon,1.5,45.0,Levitate,7.0,No,Bug,Electric,Stag Beetle Pokémon,1.5,45.0,Levitate,7.0,No,Bug,Electric,Stag Beetle Pokémon,1.5,45.0,Levitate,7.0,No
739,crabrawler,6,70,47,82,57,42,47,63,{fighting},380,"While guarding its weak points with its pincers, it looks for an opening and unleashes punches. When it loses, it foams at the mouth and faints.",,,,,,,,,,,,,Fighting,,,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,82.0,5120.0,70.0,338.0,225,Boxing Pokémon,57.0,1000000.0,0.6,47.0,Makenkaniマケンカニ,Crabrawler,50.0,42.0,47.0,63.0,fighting,,7.0,7.0,0.0,Crabrawler,Fighting,,Boxing Pokémon,0.6,7.0,"Hyper-cutter, Iron-fist, Anger-point",7.0,No,Fighting,,Boxing Pokémon,0.6,7.0,"Hyper-cutter, Iron-fist, Anger-point",7.0,No,Fighting,,Boxing Pokémon,0.6,7.0,"Hyper-cutter, Iron-fist, Anger-point",7.0,No
740,crabominable,17,1800,97,132,77,62,67,43,"{fighting,ice}",380,"It aimed for the top but got lost and ended up on a snowy mountain. Being forced to endure the cold, this Pokémon evolved and grew fur.",,,,,,,,,,,,,Fighting,Ice,,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",0.5,0.5,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,2.0,1.0,132.0,5120.0,70.0,478.0,60,Woolly Crab Pokémon,77.0,1000000.0,1.7,97.0,Kekenkaniケケンカニ,Crabominable,50.0,62.0,67.0,43.0,fighting,ice,180.0,7.0,0.0,Crabominable,Fighting,Ice,Woolly Crab Pokémon,1.7,180.0,"Hyper-cutter, Iron-fist, Anger-point",7.0,No,Fighting,Ice,Woolly Crab Pokémon,1.7,180.0,"Hyper-cutter, Iron-fist, Anger-point",7.0,No,Fighting,Ice,Woolly Crab Pokémon,1.7,180.0,"Hyper-cutter, Iron-fist, Anger-point",7.0,No
741,oricorio,6,34,75,70,70,98,70,93,"{fire,flying}",381,"It beats its wings together to create fire. As it moves in the steps of its beautiful dance, it bathes opponents in intense flames.",,,,,,,,,,,,,,,,['Dancer'],0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,70.0,5120.0,70.0,476.0,45,Dancing Pokémon,70.0,1000000.0,0.6,75.0,Odoridori (pachipachi Style)オドリドリ,Oricorio,24.6,98.0,70.0,93.0,fire,flying,3.4,7.0,0.0,Oricorio-baile,Fire,Flying,Dancing Pokémon,0.6,3.4,Dancer,7.0,No,Fire,Flying,Dancing Pokémon,0.6,3.4,Dancer,7.0,No,Fire,Flying,Dancing Pokémon,0.6,3.4,Dancer,7.0,No
742,cutiefly,1,2,40,45,40,55,40,84,"{bug,fairy}",382,"It feeds on the nectar and pollen of flowers. Because it’s able to sense auras, it can identify which flowers are about to bloom.",,,,,,,,,,,,,Bug,Fairy,,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",0.5,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,1.0,45.0,5120.0,70.0,304.0,190,Bee Fly Pokémon,40.0,1000000.0,0.1,40.0,Abulyアブリー,Cutiefly,50.0,55.0,40.0,84.0,bug,fairy,0.2,7.0,0.0,Cutiefly,Bug,Fairy,Bee Fly Pokémon,0.1,0.2,"Honey-gather, Shield-dust, Sweet-veil",7.0,No,Bug,Fairy,Bee Fly Pokémon,0.1,0.2,"Honey-gather, Shield-dust, Sweet-veil",7.0,No,Bug,Fairy,Bee Fly Pokémon,0.1,0.2,"Honey-gather, Shield-dust, Sweet-veil",7.0,No
743,ribombee,2,5,60,55,60,95,70,124,"{bug,fairy}",382,"It rolls up pollen into puffs. It makes many different varieties, some used as food and others used in battle.",,,,,,,,,,,,,Bug,Fairy,,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",0.5,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,1.0,55.0,5120.0,70.0,464.0,75,Bee Fly Pokémon,60.0,1000000.0,0.2,60.0,Aburibbonアブリボン,Ribombee,50.0,95.0,70.0,124.0,bug,fairy,0.5,7.0,0.0,Ribombee,Bug,Fairy,Bee Fly Pokémon,0.2,0.5,"Honey-gather, Shield-dust, Sweet-veil",7.0,No,Bug,Fairy,Bee Fly Pokémon,0.2,0.5,"Honey-gather, Shield-dust, Sweet-veil",7.0,No,Bug,Fairy,Bee Fly Pokémon,0.2,0.5,"Honey-gather, Shield-dust, Sweet-veil",7.0,No
744,rockruff,5,92,45,65,40,30,40,60,{rock},383,"It’s considered to be a good Pokémon for beginners because of its friendliness, but its disposition grows rougher as it grows up.",,,,,,,,,,,,,Rock,,,"['Keen Eye', 'Vital Spirit', 'Steadfast']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,65.0,3840.0,70.0,280.0,190,Puppy Pokémon,40.0,1000000.0,0.5,45.0,Iwankoイワンコ,Rockruff,50.0,30.0,40.0,60.0,rock,,9.2,7.0,0.0,Rockruff,Rock,,Puppy Pokémon,0.5,9.2,"Keen-eye, Vital-spirit, Steadfast",7.0,No,Rock,,Puppy Pokémon,0.5,9.2,"Keen-eye, Vital-spirit, Steadfast",7.0,No,Rock,,Puppy Pokémon,0.5,9.2,"Keen-eye, Vital-spirit, Steadfast",7.0,No
745,lycanroc,8,250,75,115,65,55,65,112,{rock},383,"Its quick movements confuse its enemies. Well equipped with claws and fangs, it also uses the sharp rocks in its mane as weapons.",,,,,,,,,,,,,,,,"['Keen Eye', 'Sand Rush', 'Steadfast', 'Keen Eye', 'Vital Spirit', 'No Guard']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,115.0,3840.0,70.0,487.0,90,Wolf Pokémon,75.0,1000000.0,,85.0,Lugarugan (mahiru No Sugata)ルガルガン,Lycanroc,50.0,55.0,75.0,82.0,rock,,,7.0,0.0,Lycanroc-midday,Rock,,Wolf Pokémon,0.8,25.0,"Keen-eye, Sand-rush, Steadfast",7.0,No,Rock,,Wolf Pokémon,0.8,25.0,"Keen-eye, Sand-rush, Steadfast",7.0,No,Rock,,Wolf Pokémon,0.8,25.0,"Keen-eye, Sand-rush, Steadfast",7.0,No
746,wishiwashi,2,3,45,20,20,25,25,40,{water},384,"When it’s in trouble, its eyes moisten and begin to shine. The shining light attracts its comrades, and they stand together against their enemies.",,,,,,,,,,,,,,,,['Schooling'],1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,140.0,3840.0,70.0,620.0,60,Small Fry Pokémon,130.0,800000.0,0.2,45.0,Yowashi (tandoku No Sugata)ヨワシ,Wishiwashi,50.0,140.0,135.0,30.0,water,,0.3,7.0,0.0,Wishiwashi-solo,Water,,Small Fry Pokémon,0.2,0.3,Schooling,7.0,No,Water,,Small Fry Pokémon,0.2,0.3,Schooling,7.0,No,Water,,Small Fry Pokémon,0.2,0.3,Schooling,7.0,No
747,mareanie,4,80,50,53,62,43,52,45,"{poison,water}",385,"It plunges the poison spike on its head into its prey. When the prey has weakened, Mareanie deals the finishing blow with its 10 tentacles.",,,,,,,,,,,,,Poison,Water,,"['Merciless', 'Limber', 'Regenerator']",0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,53.0,5120.0,70.0,305.0,190,Brutal Star Pokémon,62.0,1000000.0,0.4,50.0,Hidoideヒドイデ,Mareanie,50.0,43.0,52.0,45.0,poison,water,8.0,7.0,0.0,Mareanie,Poison,Water,Brutal Star Pokémon,0.4,8.0,"Merciless, Limber, Regenerator",7.0,No,Poison,Water,Brutal Star Pokémon,0.4,8.0,"Merciless, Limber, Regenerator",7.0,No,Poison,Water,Brutal Star Pokémon,0.4,8.0,"Merciless, Limber, Regenerator",7.0,No
748,toxapex,7,145,50,63,152,53,142,35,"{poison,water}",385,Toxapex crawls along the ocean floor on its 12 legs. It leaves a trail of Corsola bits scattered in its wake.,,,,,,,,,,,,,Poison,Water,,"['Merciless', 'Limber', 'Regenerator']",0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,63.0,5120.0,70.0,495.0,75,Brutal Star Pokémon,152.0,1000000.0,0.7,50.0,Dohidoideドヒドイデ,Toxapex,50.0,53.0,142.0,35.0,poison,water,14.5,7.0,0.0,Toxapex,Poison,Water,Brutal Star Pokémon,0.7,14.5,"Merciless, Limber, Regenerator",7.0,No,Poison,Water,Brutal Star Pokémon,0.7,14.5,"Merciless, Limber, Regenerator",7.0,No,Poison,Water,Brutal Star Pokémon,0.7,14.5,"Merciless, Limber, Regenerator",7.0,No
749,mudbray,10,1100,70,100,70,45,55,45,{ground},386,The mud stuck to Mudbray’s hooves enhances its grip and its powerful running gait.,,,,,,,,,,,,,Ground,,,"['Own Tempo', 'Stamina', 'Inner Focus']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,100.0,5120.0,70.0,385.0,190,Donkey Pokémon,70.0,1000000.0,1.0,70.0,Dorobankoドロバンコ,Mudbray,50.0,45.0,55.0,45.0,ground,,110.0,7.0,0.0,Mudbray,Ground,,Donkey Pokémon,1.0,110.0,"Own-tempo, Stamina, Inner-focus",7.0,No,Ground,,Donkey Pokémon,1.0,110.0,"Own-tempo, Stamina, Inner-focus",7.0,No,Ground,,Donkey Pokémon,1.0,110.0,"Own-tempo, Stamina, Inner-focus",7.0,No
750,mudsdale,25,9200,100,125,100,55,85,35,{ground},386,"It spits a mud that provides resistance to both wind and rain, so the walls of old houses were often coated with it.",,,,,,,,,,,,,Ground,,,"['Own Tempo', 'Stamina', 'Inner Focus']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,125.0,5120.0,70.0,500.0,60,Draft Horse Pokémon,100.0,1000000.0,2.5,100.0,Banbadoroバンバドロ,Mudsdale,50.0,55.0,85.0,35.0,ground,,920.0,7.0,0.0,Mudsdale,Ground,,Draft Horse Pokémon,2.5,920.0,"Own-tempo, Stamina, Inner-focus",7.0,No,Ground,,Draft Horse Pokémon,2.5,920.0,"Own-tempo, Stamina, Inner-focus",7.0,No,Ground,,Draft Horse Pokémon,2.5,920.0,"Own-tempo, Stamina, Inner-focus",7.0,No
751,dewpider,3,40,38,40,52,40,72,27,"{water,bug}",387,It crawls onto the land in search of food. Its water bubble allows it to breathe and protects its soft head.,,,,,,,,,,,,,Water,Bug,,"['Water Bubble', 'Water Absorb']",1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,40.0,3840.0,70.0,269.0,200,Water Bubble Pokémon,52.0,1000000.0,0.3,38.0,Shizukumoシズクモ,Dewpider,50.0,40.0,72.0,27.0,water,bug,4.0,7.0,0.0,Dewpider,Water,Bug,Water Bubble Pokémon,0.3,4.0,"Water-bubble, Water-absorb",7.0,No,Water,Bug,Water Bubble Pokémon,0.3,4.0,"Water-bubble, Water-absorb",7.0,No,Water,Bug,Water Bubble Pokémon,0.3,4.0,"Water-bubble, Water-absorb",7.0,No
752,araquanid,18,820,68,70,92,50,132,42,"{water,bug}",387,"It delivers headbutts with the water bubble on its head. Small Pokémon get sucked into the bubble, where they drown.",,,,,,,,,,,,,Water,Bug,,"['Water Bubble', 'Water Absorb']",1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,70.0,3840.0,70.0,454.0,100,Water Bubble Pokémon,92.0,1000000.0,1.8,68.0,Onishizukumoオニシズクモ,Araquanid,50.0,50.0,132.0,42.0,water,bug,82.0,7.0,0.0,Araquanid,Water,Bug,Water Bubble Pokémon,1.8,82.0,"Water-bubble, Water-absorb",7.0,No,Water,Bug,Water Bubble Pokémon,1.8,82.0,"Water-bubble, Water-absorb",7.0,No,Water,Bug,Water Bubble Pokémon,1.8,82.0,"Water-bubble, Water-absorb",7.0,No
753,fomantis,3,15,40,55,35,50,35,35,{grass},388,"During the day, it sleeps and soaks up light. When night falls, it walks around looking for a safer place to sleep.",,,,,,,,,,,,,Grass,,,"['Leaf Guard', 'Contrary']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,55.0,5120.0,70.0,250.0,190,Sickle Grass Pokémon,35.0,1000000.0,0.3,40.0,Karikiriカリキリ,Fomantis,50.0,50.0,35.0,35.0,grass,,1.5,7.0,0.0,Fomantis,Grass,,Sickle Grass Pokémon,0.3,1.5,"Leaf-guard, Contrary",7.0,No,Grass,,Sickle Grass Pokémon,0.3,1.5,"Leaf-guard, Contrary",7.0,No,Grass,,Sickle Grass Pokémon,0.3,1.5,"Leaf-guard, Contrary",7.0,No
754,lurantis,9,185,70,105,90,80,90,45,{grass},388,"It requires a lot of effort to maintain Lurantis’s vivid coloring, but some collectors enjoy this work and treat it as their hobby.",,,,,,,,,,,,,Grass,,,"['Leaf Guard', 'Contrary']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,105.0,5120.0,70.0,480.0,75,Bloom Sickle Pokémon,90.0,1000000.0,0.9,70.0,Lalantesラランテス,Lurantis,50.0,80.0,90.0,45.0,grass,,18.5,7.0,0.0,Lurantis,Grass,,Bloom Sickle Pokémon,0.9,18.5,"Leaf-guard, Contrary",7.0,No,Grass,,Bloom Sickle Pokémon,0.9,18.5,"Leaf-guard, Contrary",7.0,No,Grass,,Bloom Sickle Pokémon,0.9,18.5,"Leaf-guard, Contrary",7.0,No
755,morelull,2,15,40,35,55,65,75,15,"{grass,fairy}",389,It scatters spores that flicker and glow. Anyone seeing these lights falls into a deep slumber.,,,,,,,,,,,,,Grass,Fairy,,"['Illuminate', 'Effect Spore', 'Rain Dish']",1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5,35.0,5120.0,70.0,285.0,190,Illuminating Pokémon,55.0,1000000.0,0.2,40.0,Nemasyuネマシュ,Morelull,50.0,65.0,75.0,15.0,grass,fairy,1.5,7.0,0.0,Morelull,Grass,Fairy,Illuminating Pokémon,0.2,1.5,"Illuminate, Effect-spore, Rain-dish",7.0,No,Grass,Fairy,Illuminating Pokémon,0.2,1.5,"Illuminate, Effect-spore, Rain-dish",7.0,No,Grass,Fairy,Illuminating Pokémon,0.2,1.5,"Illuminate, Effect-spore, Rain-dish",7.0,No
756,shiinotic,10,115,60,45,80,90,100,30,"{grass,fairy}",389,Forests where Shiinotic live are treacherous to enter at night. People confused by its strange lights can never find their way home again.,,,,,,,,,,,,,Grass,Fairy,,"['Illuminate', 'Effect Spore', 'Rain Dish']",1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5,45.0,5120.0,70.0,405.0,75,Illuminating Pokémon,80.0,1000000.0,1.0,60.0,Mashadeマシェード,Shiinotic,50.0,90.0,100.0,30.0,grass,fairy,11.5,7.0,0.0,Shiinotic,Grass,Fairy,Illuminating Pokémon,1.0,11.5,"Illuminate, Effect-spore, Rain-dish",7.0,No,Grass,Fairy,Illuminating Pokémon,1.0,11.5,"Illuminate, Effect-spore, Rain-dish",7.0,No,Grass,Fairy,Illuminating Pokémon,1.0,11.5,"Illuminate, Effect-spore, Rain-dish",7.0,No
757,salandit,6,48,48,44,40,71,40,77,"{poison,fire}",390,"It burns its bodily fluids to create a poisonous gas. When its enemies become disoriented from inhaling the gas, it attacks them.",,,,,,,,,,,,,Poison,Fire,,"['Corrosion', 'Oblivious']",0.25,1.0,1.0,1.0,0.25,0.5,0.5,1.0,1.0,0.25,4.0,0.5,1.0,0.5,2.0,2.0,0.5,2.0,44.0,5120.0,70.0,320.0,120,Toxic Lizard Pokémon,40.0,1000000.0,0.6,48.0,Yatoumoriヤトウモリ,Salandit,88.1,71.0,40.0,77.0,poison,fire,4.8,7.0,0.0,Salandit,Poison,Fire,Toxic Lizard Pokémon,0.6,4.8,"Corrosion, Oblivious",7.0,No,Poison,Fire,Toxic Lizard Pokémon,0.6,4.8,"Corrosion, Oblivious",7.0,No,Poison,Fire,Toxic Lizard Pokémon,0.6,4.8,"Corrosion, Oblivious",7.0,No
758,salazzle,12,222,68,64,60,111,60,117,"{poison,fire}",390,"For some reason, only females have been found. It creates a reverse harem of male Salandit that it lives with.",,,,,,,,,,,,,Poison,Fire,,"['Corrosion', 'Oblivious']",0.25,1.0,1.0,1.0,0.25,0.5,0.5,1.0,1.0,0.25,4.0,0.5,1.0,0.5,2.0,2.0,0.5,2.0,64.0,5120.0,70.0,480.0,45,Toxic Lizard Pokémon,60.0,1000000.0,1.2,68.0,Ennewtエンニュート,Salazzle,0.0,111.0,60.0,117.0,poison,fire,22.2,7.0,0.0,Salazzle,Poison,Fire,Toxic Lizard Pokémon,1.2,22.2,"Corrosion, Oblivious",7.0,No,Poison,Fire,Toxic Lizard Pokémon,1.2,22.2,"Corrosion, Oblivious",7.0,No,Poison,Fire,Toxic Lizard Pokémon,1.2,22.2,"Corrosion, Oblivious",7.0,No
759,stufful,5,68,70,75,50,45,50,50,"{normal,fighting}",391,"Despite its adorable appearance, when it gets angry and flails about, its arms and legs could knock a pro wrestler sprawling.",,,,,,,,,,,,,Normal,Fighting,,"['Fluffy', 'Klutz', 'Cute Charm']",0.5,0.5,1.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,75.0,3840.0,70.0,340.0,140,Flailing Pokémon,50.0,1000000.0,0.5,70.0,Nuikogumaヌイコグマ,Stufful,50.0,45.0,50.0,50.0,normal,fighting,6.8,7.0,0.0,Stufful,Normal,Fighting,Flailing Pokémon,0.5,6.8,"Fluffy, Klutz, Cute-charm",7.0,No,Normal,Fighting,Flailing Pokémon,0.5,6.8,"Fluffy, Klutz, Cute-charm",7.0,No,Normal,Fighting,Flailing Pokémon,0.5,6.8,"Fluffy, Klutz, Cute-charm",7.0,No
760,bewear,21,1350,120,125,80,55,60,60,"{normal,fighting}",391,This immensely dangerous Pokémon possesses overwhelming physical strength. Its habitat is generally off-limits.,,,,,,,,,,,,,Normal,Fighting,,"['Fluffy', 'Klutz', 'Unnerve']",0.5,0.5,1.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,125.0,3840.0,70.0,500.0,70,Strong Arm Pokémon,80.0,1000000.0,2.1,120.0,Kiterugumaキテルグマ,Bewear,50.0,55.0,60.0,60.0,normal,fighting,135.0,7.0,0.0,Bewear,Normal,Fighting,Strong Arm Pokémon,2.1,135.0,"Fluffy, Klutz, Unnerve",7.0,No,Normal,Fighting,Strong Arm Pokémon,2.1,135.0,"Fluffy, Klutz, Unnerve",7.0,No,Normal,Fighting,Strong Arm Pokémon,2.1,135.0,"Fluffy, Klutz, Unnerve",7.0,No
761,bounsweet,3,32,42,30,38,30,38,32,{grass},392,A delectable aroma pours from its body. They are often swallowed whole by Toucannon lured by that wafting deliciousness.,,,,,,,,,,,,,Grass,,,"['Leaf Guard', 'Oblivious', 'Sweet Veil']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,30.0,5120.0,70.0,210.0,235,Fruit Pokémon,38.0,1059860.0,0.3,42.0,Amakajiアマカジ,Bounsweet,0.0,30.0,38.0,32.0,grass,,3.2,7.0,0.0,Bounsweet,Grass,,Fruit Pokémon,0.3,3.2,"Leaf-guard, Oblivious, Sweet-veil",7.0,No,Grass,,Fruit Pokémon,0.3,3.2,"Leaf-guard, Oblivious, Sweet-veil",7.0,No,Grass,,Fruit Pokémon,0.3,3.2,"Leaf-guard, Oblivious, Sweet-veil",7.0,No
762,steenee,7,82,52,40,48,40,48,62,{grass},392,"The sepals on its head developed to protect its body. These are quite hard, so even if pecked by bird Pokémon, this Pokémon is totally fine.",,,,,,,,,,,,,Grass,,,"['Leaf Guard', 'Oblivious', 'Sweet Veil']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,40.0,5120.0,70.0,290.0,120,Fruit Pokémon,48.0,1059860.0,0.7,52.0,Amamaikoアママイコ,Steenee,0.0,40.0,48.0,62.0,grass,,8.2,7.0,0.0,Steenee,Grass,,Fruit Pokémon,0.7,8.2,"Leaf-guard, Oblivious, Sweet-veil",7.0,No,Grass,,Fruit Pokémon,0.7,8.2,"Leaf-guard, Oblivious, Sweet-veil",7.0,No,Grass,,Fruit Pokémon,0.7,8.2,"Leaf-guard, Oblivious, Sweet-veil",7.0,No
763,tsareena,12,214,72,120,98,50,98,72,{grass},392,"Its long, striking legs aren’t just for show but to be used to kick with skill. In victory, it shows off by kicking the defeated, laughing boisterously.",,,,,,,,,,,,,Grass,,,"['Leaf Guard', 'Queenly Majesty', 'Sweet Veil']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,120.0,5120.0,70.0,510.0,45,Fruit Pokémon,98.0,1059860.0,1.2,72.0,Amajoアマージョ,Tsareena,0.0,50.0,98.0,72.0,grass,,21.4,7.0,0.0,Tsareena,Grass,,Fruit Pokémon,1.2,21.4,"Leaf-guard, Queenly-majesty, Sweet-veil",7.0,No,Grass,,Fruit Pokémon,1.2,21.4,"Leaf-guard, Queenly-majesty, Sweet-veil",7.0,No,Grass,,Fruit Pokémon,1.2,21.4,"Leaf-guard, Queenly-majesty, Sweet-veil",7.0,No
764,comfey,1,3,51,52,90,82,110,100,{fairy},393,"It attaches flowers to its highly nutritious vine. This revitalizes the flowers, and they give off an aromatic scent.",,,,,,,,,,,,,Fairy,,,"['Flower Veil', 'Triage', 'Natural Cure']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,52.0,5120.0,70.0,485.0,60,Posy Picker Pokémon,90.0,800000.0,0.1,51.0,Cuwawaキュワワー,Comfey,24.6,82.0,110.0,100.0,fairy,,0.3,7.0,0.0,Comfey,Fairy,,Posy Picker Pokémon,0.1,0.3,"Flower-veil, Triage, Natural-cure",7.0,No,Fairy,,Posy Picker Pokémon,0.1,0.3,"Flower-veil, Triage, Natural-cure",7.0,No,Fairy,,Posy Picker Pokémon,0.1,0.3,"Flower-veil, Triage, Natural-cure",7.0,No
